Time,Date,Latitude,Longitude,Total PDCP DL Throughput,Total PDCP UL Throughput,PDSCH Phy Throughput (kbps),PUSCH Phy Throughput (kbps),PDSCH Resource Blocks Allocated (Allocated Subframes Only),PDSCH Resource Block Allocation (%),PUSCH Resource Blocks Allocated (Allocated Subframes Only),Number of PUSCH Resource Blocks,Number of PDSCH Resource Blocks,PDCP Throughput DL (kbps),PDCP Throughput UL (kbps),PHY Layer Throughput PDSCH (kbps),PHY Layer Throughput PUSCH (kbps),RLC Throughput DL (kbps)(LTE Throughputs from Data Collector),RLC Throughput UL (kbps)(LTE Throughputs from Data Collector)
51:57.0,3/21/2022,7.281592,5.2193085,1.460000038,3.210000038,4.940000057,6.239999771,4.800000191,0.129999995,3,0,0.100000001,1.460000038,3.210000038,14.52999973,14.93999958,1.830000043,3.430000067
51:59.0,3/21/2022,7.281549,5.2195595,0.779999971,2.109999895,5.599999905,8.260000229,3.599999905,0.079999998,3.299999952,0,0.100000001,0.779999971,2.109999895,6.949999809,11.14000034,1,2.589999914
52:01.0,3/21/2022,7.281498,5.2198125,0.389999986,1.360000014,3.279999971,2.430000067,6.5,0.680000007,3.200000048,0,0.699999988,0.519999981,1.120000005,2.609999895,7.489999771,0.670000017,1.440000057
52:03.0,3/21/2022,7.281438,5.220069,0.779999971,1.039999962,1.899999976,2.430000067,5.800000191,1.100000024,3,0,1.100000024,0.779999971,1.25,5.46999979,5.190000057,0.649999976,1.5
52:05.0,3/21/2022,7.2813835,5.2202935,0.779999971,0.519999981,9.949999809,3.720000029,3.599999905,0.639999986,3,0,0.600000024,0.779999971,0.689999998,3.920000076,4.769999981,1.279999971,0.75
52:07.0,3/21/2022,7.2813455,5.2204475,1.460000038,2.289999962,6.190000057,4.579999924,5.599999905,0.119999997,3,0,0.100000001,1.460000038,2.289999962,23.53000069,10.94999981,0.899999976,2.559999943
52:09.0,3/21/2022,7.281322,5.2205585,0.779999971,2.430000067,6.949999809,4.570000172,3.900000095,0.140000001,3,0,0.100000001,0.779999971,1.549999952,8.770000458,8.020000458,1.309999943,1.970000029
52:11.0,3/21/2022,7.2813,5.2206515,0.389999986,1.679999948,3.170000076,5.409999847,4.5,0.219999999,3.299999952,0,0.200000003,0.519999981,2.359999895,11.53999996,14.27000046,0.680000007,1.980000019
52:13.0,3/21/2022,7.2812835,5.220748,0.779999971,1.039999962,8.75,1.330000043,3.700000048,0.519999981,3,0,0.5,0.779999971,0.689999998,3.529999971,5.130000114,0.660000026,1.5
52:15.0,3/21/2022,7.281266,5.220855,0.779999971,0.519999981,3.599999905,4.440000057,3.799999952,0.200000003,3,0,0.200000003,0.779999971,1.039999962,3.859999895,16.25,1.289999962,0.75
52:17.0,3/21/2022,7.281233,5.220982,0.779999971,1.039999962,0.860000014,3.150000095,4,0.439999998,3,0,0.400000006,0.779999971,1.039999962,2.779999971,4.940000057,0.649999976,1.120000005
52:19.0,3/21/2022,7.2811865,5.221125,1.460000038,2.609999895,5.03000021,4.320000172,3.799999952,0.119999997,3,0,0.100000001,1.940000057,2.779999971,13.64999962,13.35000038,1.799999952,2.569999933
52:21.0,3/21/2022,7.281143,5.2212515,0.389999986,2.430000067,7.28000021,6.809999943,4.300000191,0.109999999,3.299999952,0,0.100000001,0.519999981,2.109999895,6.949999809,18.14999962,0.680000007,1.75
52:23.0,3/21/2022,7.2811075,5.2213565,0.779999971,0.839999974,6.059999943,7.300000191,4,0.189999998,3.599999905,0,0.200000003,0.779999971,1.679999948,4.699999809,10.35999966,0.670000017,2.410000086
52:25.0,3/21/2022,7.281082,5.2214355,0.779999971,1.039999962,1.580000043,2.609999895,4,0.370000005,3,0,0.400000006,0.779999971,1.039999962,2.289999962,5.369999886,0.980000019,0.75
52:27.0,3/21/2022,7.2810625,5.2215015,0.779999971,1.039999962,2.079999924,2.609999895,3.700000048,0.100000001,3,0,0.100000001,0.779999971,1.039999962,4.380000114,3.920000076,0.649999976,1.120000005
52:31.0,3/21/2022,7.281025,5.221626,0.779999971,2.390000105,5.730000019,4.75,3.900000095,0.159999996,3,0,0.200000003,0.779999971,1.549999952,5.230000019,12.48999977,1.25,2.319999933
52:33.0,3/21/2022,7.281005,5.2216995,0.779999971,1.480000019,4.5,4.829999924,3.900000095,0.079999998,3,0,0.100000001,0.779999971,2.75999999,9.329999924,9.43999958,0.689999998,3.039999962
52:35.0,3/21/2022,7.280977,5.2218095,0.779999971,1.320000052,5.21999979,3.680000067,4.5,0.129999995,3,0,0.100000001,0.779999971,1.309999943,5.53000021,9.43999958,0.99000001,1.210000038
52:37.0,3/21/2022,7.280921,5.2219575,0.779999971,1.039999962,4.889999866,3.529999971,4.300000191,0.629999995,3,0,0.600000024,1.049999952,1.039999962,6.960000038,5.239999771,0.639999986,1.320000052
52:39.0,3/21/2022,7.2808535,5.2221225,0.779999971,1.039999962,6.860000134,2.119999886,5.900000095,1.049999952,2.5,0,1.100000024,0.779999971,1.389999986,6.090000153,4.940000057,0.649999976,0.75
52:41.0,3/21/2022,7.2807825,5.222283,1.059999943,2.609999895,6.579999924,5.320000172,3.599999905,0.07,3,0,0.100000001,1.059999943,1.769999981,17.71999931,15.97000027,1.210000038,1.889999986
52:43.0,3/21/2022,7.2807125,5.222446,0.779999971,1.590000033,11.07999992,7.510000229,4.099999905,0.140000001,3.200000048,0,0.100000001,0.779999971,1.950000048,11.76000023,12.02000046,1.309999943,2.589999914
52:45.0,3/21/2022,7.2806425,5.222607,0.779999971,1.679999948,10.89999962,3.839999914,4,0.519999981,3,0,0.5,0.779999971,1.679999948,12.42000008,5.78000021,0.670000017,1.659999967
52:47.0,3/21/2022,7.28057,5.2227625,0.779999971,1.039999962,3.089999914,2.660000086,3.700000048,0.49000001,3,0,0.5,0.779999971,1.039999962,7.519999981,3.99000001,0.639999986,1.350000024
52:49.0,3/21/2022,7.2805025,5.222907,0.779999971,1.039999962,4.639999866,2.559999943,3.900000095,0.140000001,3,0,0.100000001,1.049999952,1.039999962,6.28000021,4.940000057,0.970000029,0.75
52:51.0,3/21/2022,7.280439,5.223044,1.070000052,2.289999962,7.690000057,4.869999886,5.5,0.090000004,3,0,0.100000001,1.070000052,0.980000019,24.22999954,5.619999886,0.639999986,2.559999943
52:53.0,3/21/2022,7.280375,5.223184,0.779999971,1.159999967,9.489999771,5.75,11.19999981,0.289999992,2.799999952,0,0.300000012,0.779999971,2.170000076,22.71999931,13.43000031,1.230000019,1.960000038
52:55.0,3/21/2022,7.2803075,5.223335,0.779999971,2.430000067,8.569999695,4.619999886,5.300000191,0.209999993,2.700000048,0,0.200000003,1.049999952,2.430000067,12.22000027,22.98999977,0.680000007,2.299999952
52:57.0,3/21/2022,7.280224,5.2235035,0.779999971,1.039999962,5.329999924,4.440000057,3.799999952,0.180000007,3,0,0.200000003,0.779999971,1.389999986,12.47999954,7.980000019,0.639999986,1.580000043
52:59.0,3/21/2022,7.280125,5.223675,0.779999971,1.039999962,6.860000134,3.25999999,3.700000048,0.159999996,3,0,0.200000003,0.779999971,1.039999962,81.76000214,5.070000172,0.959999979,0.75
53:01.0,3/21/2022,7.280023,5.223851,0.779999971,1.039999962,7.71999979,3.200000048,3.400000095,0.370000005,3,0,0.400000006,0.779999971,1.039999962,4.849999905,5.320000172,0.639999986,1.5
53:03.0,3/21/2022,7.279921,5.224028,1.059999943,2.089999914,4.610000134,4.75,3.900000095,0.090000004,3,0,0.100000001,1.059999943,2.089999914,20.73999977,5.769999981,1.230000019,2.569999933
53:05.0,3/21/2022,7.2798135,5.224207,0.779999971,2.109999895,6.559999943,8.81000042,3.900000095,0.090000004,3.299999952,0,0.100000001,0.779999971,2.109999895,9.06000042,15.01000023,0.680000007,1.659999967
53:07.0,3/21/2022,7.2797025,5.224387,0.779999971,1.679999948,3.769999981,4.190000057,3.799999952,0.569999993,3.599999905,0,0.600000024,1.049999952,2.24000001,6.960000038,7.360000134,1,2.130000114
53:09.0,3/21/2022,7.279583,5.224569,0.779999971,1.039999962,5.820000172,2.609999895,8.600000381,2.029999971,3,0,2,0.779999971,1.039999962,58.40999985,5.369999886,0.649999976,0.75
53:11.0,3/21/2022,7.2794625,5.224759,0.779999971,1.320000052,4.449999809,3.25999999,6.5,1.440000057,3,0,1.399999976,0.779999971,1.059999943,4.699999809,5.929999828,0.660000026,1.320000052
53:15.0,3/21/2022,7.279221,5.225142,1.460000038,1.960000038,9.090000153,7.239999771,3.700000048,0.059999999,3,0,0.100000001,1.460000038,2.609999895,15.73999977,9.050000191,1.289999962,2.970000029
53:17.0,3/21/2022,7.2791095,5.22532,0.779999971,2.109999895,6.519999981,7.699999809,4,0.109999999,3.299999952,0,0.100000001,1.049999952,2.109999895,11.02999973,21.62000084,0.99000001,2.359999895
53:19.0,3/21/2022,7.2789975,5.225498,0.779999971,1.360000014,3.440000057,5.630000114,3.700000048,0.460000008,3.299999952,0,0.5,0.779999971,1.090000033,4.949999809,10.52000046,0.649999976,1.210000038
53:21.0,3/21/2022,7.278884,5.225686,0.779999971,1.090000033,4.730000019,3.25999999,3.900000095,0.449999988,3,0,0.400000006,0.779999971,1.460000038,5.25,6.409999847,0.649999976,1.159999967
53:25.0,3/21/2022,7.2786405,5.226109,1.899999976,2.49000001,4,16.44000053,8.100000381,0.460000008,2.299999952,0,0.5,2.309999943,2.079999924,7.860000134,40.15999985,1.899999976,3.25
53:27.0,3/21/2022,7.278519,5.226333,1.279999971,2.619999886,4.519999981,52.68000031,5.400000095,0.219999999,2.400000095,0.100000001,0.200000003,1.159999967,2.710000038,7.389999866,77.76000214,1.360000014,3.579999924
53:29.0,3/21/2022,7.2784125,5.226544,0.930000007,1.769999981,3.589999914,42.11000061,5.300000191,0.620000005,1.899999976,0.100000001,0.600000024,1.00999999,1.779999971,2.329999924,55.65999985,1.110000014,1.879999995
53:31.0,3/21/2022,7.2783165,5.226735,0.389999986,1.039999962,3.00999999,34.65999985,4,0.629999995,1.899999976,0.100000001,0.600000024,0.519999981,1.039999962,1.409999967,36.72999954,0.649999976,1.360000014
53:33.0,3/21/2022,7.2782225,5.2269225,0.779999971,1.090000033,0.519999981,55.36999893,3.299999952,0.119999997,2.099999905,0.100000001,0.100000001,0.779999971,1.090000033,1.470000029,60.77999878,1.299999952,0.75999999
53:35.0,3/21/2022,7.278126,5.2271215,0.779999971,0.74000001,1.460000038,85.19000244,3.799999952,0.629999995,2.200000048,0.200000003,0.600000024,0.779999971,0.74000001,1.50999999,92.26999664,0.670000017,0.829999983
53:37.0,3/21/2022,7.278029,5.2273385,1.460000038,2.75,2.190000057,78.90000153,4.699999809,0.150000006,2.200000048,0.200000003,0.200000003,1.460000038,2.75,4.829999924,90.44000244,1.820000052,2.299999952
53:39.0,3/21/2022,7.277929,5.227569,0.779999971,2.109999895,2.140000105,89.40000153,4.099999905,0.079999998,2.200000048,0.200000003,0.100000001,0.779999971,1.700000048,2.900000095,96.02999878,0.670000017,2.309999943
53:41.0,3/21/2022,7.2778275,5.2278125,0.389999986,1.360000014,3.299999952,105.4000015,4,0.629999995,2.200000048,0.200000003,0.600000024,0.519999981,1.75999999,2.319999933,109.6800003,0.649999976,1.600000024
53:43.0,3/21/2022,7.2777285,5.2280625,0.779999971,1.039999962,1.75,120.6500015,3.799999952,0.460000008,2.200000048,0.300000012,0.5,0.779999971,1.039999962,1.970000029,124.7300034,1.309999943,0.75999999
53:45.0,3/21/2022,7.2776375,5.2283115,0.779999971,1.039999962,1.279999971,120.75,3.700000048,0.649999976,2.200000048,0.300000012,0.600000024,0.779999971,1.039999962,3.809999943,127.2699966,0.649999976,0.75999999
53:47.0,3/21/2022,7.2775485,5.2285595,1.460000038,1.769999981,2.900000095,122.25,4,0.109999999,2.200000048,0.300000012,0.100000001,1.460000038,2.359999895,7.639999866,128.7299957,0.649999976,2.049999952
53:49.0,3/21/2022,7.277464,5.228811,0.779999971,2.710000038,2.190000057,119.7799988,3.799999952,0.119999997,2.200000048,0.300000012,0.100000001,0.779999971,2.710000038,4.010000229,125.4599991,1.24000001,2.079999924
53:51.0,3/21/2022,7.2773825,5.229066,0.779999971,1.679999948,2.799999952,118.8700027,4,0.129999995,2.200000048,0.300000012,0.100000001,0.779999971,1.679999948,2.589999914,124.2300034,1,2.130000114
53:53.0,3/21/2022,7.2773025,5.229324,0.389999986,1.320000052,2.5,114.4499969,3.799999952,0.680000007,2.200000048,0.300000012,0.699999988,0.519999981,1.320000052,3.390000105,118.8700027,0.670000017,1.149999976
53:55.0,3/21/2022,7.2772315,5.2295775,0.779999971,1.039999962,2.549999952,119.9800034,4.599999905,0.100000001,2.200000048,0.300000012,0.100000001,0.779999971,1.039999962,1.399999976,125.7600021,0.649999976,1.5
53:57.0,3/21/2022,7.277165,5.2298295,0.779999971,0.519999981,2.5,120.2399979,3.799999952,0.079999998,2.200000048,0.300000012,0.100000001,0.779999971,0.689999998,3.690000057,125.3899994,1.299999952,0.769999981
53:59.0,3/21/2022,7.277099,5.2300775,1.460000038,2.930000067,2.720000029,121.9800034,4.199999809,0.100000001,2.200000048,0.300000012,0.100000001,1.460000038,2.779999971,6.139999866,126.5899963,1.230000019,3.039999962
